id,titulo,marca,modelo,ano,condicao,preco_valor,preco_moeda,loja,url
82907458,Gibson Hummingbird Original Left-Handed Heritage Cherry Sunburst,Gibson,Gibson Hummingbird Original Left-Handed,,Brand New,3999.00,USD,The Music Zoo,https://reverb.com/item/82907458-gibson-hummingbird-original-left-handed-heritage-cherry-sunburst
85103452,Gibson Everly Brothers J-180 - Ebony,Gibson,Gibson Everly Brothers J-180 - Ebony,,Brand New,4999.00,USD,Dave's Guitar Shop,https://reverb.com/item/85103452-gibson-everly-brothers-j-180-ebony
71172400,Gibson Hummingbird Standard Vintage Sunburst w/case,Gibson,Gibson Standard Sunburst w/case,,Brand New,3999.00,USD,Tone Shop Guitars,https://reverb.com/item/71172400-gibson-hummingbird-standard-vintage-sunburst-w-case
99339674,Gibson Hummingbird Standard - Vintage Sunburst,Gibson,Gibson Hummingbird Standard - Vintage Sunburst,,Brand New,3999.00,USD,Music Villa,https://reverb.com/item/99339674-gibson-hummingbird-standard-vintage-sunburst
86301722,Gibson Hummingbird Standard - Vintage Sunburst,Gibson,Gibson Hummingbird Standard - Vintage Sunburst,,Brand New,3999.00,USD,Dave's Guitar Shop,https://reverb.com/item/86301722-gibson-hummingbird-standard-vintage-sunburst
78737681,Gibson Hummingbird Standard Vintage Sunburst w/case,Gibson,Gibson Standard Sunburst w/case,,Brand New,3999.00,USD,Tone Shop Guitars,https://reverb.com/item/78737681-gibson-hummingbird-standard-vintage-sunburst-w-case
86326519,Gibson Hummingbird Standard - Vintage Sunburst,Gibson,Gibson Hummingbird Standard - Vintage Sunburst,,Brand New,3999.00,USD,Dave's Guitar Shop,https://reverb.com/item/86326519-gibson-hummingbird-standard-vintage-sunburst
78350966,Gibson J-45 Standard 12-String - Vintage Sunburst,Gibson,Gibson J-45 Standard 12-String - Vintage Sunburst,,Brand New,3499.00,USD,Dave's Guitar Shop,https://reverb.com/item/78350966-gibson-j-45-standard-12-string-vintage-sunburst
78408863,Gibson J-45 Standard 12-String,Gibson,Gibson J-45 Standard 12-String,,Brand New,3499.00,USD,Dave's Guitar Shop,https://reverb.com/item/78408863-gibson-j-45-standard-12-string
100148577,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst (011),Gibson,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst (011),,Brand New,4999.00,USD,Willcutt Guitars,https://reverb.com/item/100148577-gibson-custom-shop-1942-banner-j-45-vintage-sunburst-011
83543425,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst 4.00 LBS,Gibson,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst 4.00 LBS,2022,Brand New,4999.00,USD,Wild West Guitars,https://reverb.com/item/83543425-gibson-custom-shop-1942-banner-j-45-vintage-sunburst-4-00-lbs
100148572,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst (044),Gibson,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst (044),,Brand New,4999.00,USD,Willcutt Guitars,https://reverb.com/item/100148572-gibson-custom-shop-1942-banner-j-45-vintage-sunburst-044
83543778,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst 3.80LBS,Gibson,Gibson Custom Shop 1942 Banner J-45 Vintage Sunburst 3.80 LBS,2023,Brand New,4999.00,USD,Wild West Guitars,https://reverb.com/item/83543778-gibson-custom-shop-1942-banner-j-45-vintage-sunburst-3-80lbs
85369181,Gibson Everly Brothers J-180 Ebony (104),Gibson,Gibson Everly Brothers J-180 Ebony (104),,Brand New,4999.00,USD,Willcutt Guitars,https://reverb.com/item/85369181-gibson-everly-brothers-j-180-ebony-104
100143612,Gibson 1929 Nick Lucas Special Acoustic Guitar Argentine Grey Light Aged,Gibson,Gibson Nick Lucas Special Guitar Light Aged,,Brand New,9999.00,USD,The Music Zoo,https://reverb.com/item/100143612-gibson-1929-nick-lucas-special-acoustic-guitar-argentine-grey-light-aged
88622385,Gibson SJ-200 Standard Maple Tri Burst w/case,Gibson,Gibson SJ-200 Standard Maple Tri Burst w/case,,Brand New,5699.00,USD,Tone Shop Guitars,https://reverb.com/item/88622385-gibson-sj-200-standard-maple-tri-burst-w-case
100148566,Gibson 50s J-45 Original Vintage Sunburst (011),Gibson,Gibson 50s J-45 Original Vintage Sunburst (011),,Brand New,3199.00,USD,Willcutt Guitars,https://reverb.com/item/100148566-gibson-50s-j-45-original-vintage-sunburst-011
37522784,Gibson '50s J-45 Original Vintage Ebony,Gibson,Gibson '50s J-45 Original,,Brand New,3199.00,USD,Detroit Guitar,https://reverb.com/item/37522784-gibson-50s-j-45-original-vintage-ebony
99554711,Gibson J-45 Standard - Vintage Sunburst,Gibson,Gibson J-45 Standard - Vintage Sunburst,,Brand New,2999.00,USD,Music Villa,https://reverb.com/item/99554711-gibson-j-45-standard-vintage-sunburst
94599009,Gibson LG-2 50s Original in Vintage Sunburst #23085003,Gibson,Gibson LG-2 50s Original in #23085003,,Brand New,3168.01,USD,Wildwire Guitars,https://reverb.com/item/94599009-gibson-lg-2-50s-original-in-vintage-sunburst-23085003
92894112,"Gibson L-5 1948 Electro Archtop Guitar, Sunburst, Original Hard Case",Gibson,Gibson L-5,1948,Very Good,16900.86,USD,Absolute Music UK,https://reverb.com/item/92894112-gibson-l-5-1948-electro-archtop-guitar-sunburst-original-hard-case
78319506,Gibson SJ-200 Original in Vintage Sunburst #23203057,Gibson,Gibson SJ-200 Original in #23203057,,Brand New,5867.67,USD,Wildwire Guitars,https://reverb.com/item/78319506-gibson-sj-200-original-in-vintage-sunburst-23203057
73468393,Gibson Southern Jumbo Original in Vintage Sunburst #22013030,Gibson,Gibson Southern Jumbo Original in #22013030,,Brand New,3520.14,USD,Wildwire Guitars,https://reverb.com/item/73468393-gibson-southern-jumbo-original-in-vintage-sunburst-22013030
96237823,Gibson Vintage 1968 Blue Ridge Dreadnought Acoustic Guitar w/ Hard Case,Gibson,Gibson Blue Ridge Dreadnaught Guitar w/ Hard Case,1968,Very Good,2108.99,USD,DeMont Guitars,https://reverb.com/item/96237823-gibson-vintage-1968-blue-ridge-dreadnought-acoustic-guitar-w-hard-case
85945455,CHITARRA ACUSTICA GIBSON SJ-200 Original  Antique Natural,Gibson,GIBSON,,Brand New,5921.45,USD,Firefly Audio,https://reverb.com/item/85945455-chitarra-acustica-gibson-sj-200-original-antique-natural
85945440,CHITARRA ACUSTICA GIBSON Orianthi SJ-200,Gibson,GIBSON,,Brand New,7209.00,USD,Firefly Audio,https://reverb.com/item/85945440-chitarra-acustica-gibson-orianthi-sj-200
82739197,Gibson 1957 SJ-200 - Vintage Sunburst,Gibson,Gibson 1957 SJ-200 - Vintage Sunburst,,Brand New,6299.00,USD,Dave's Guitar Shop,https://reverb.com/item/82739197-gibson-1957-sj-200-vintage-sunburst
85842410,Gibson 1957 SJ-200 - Antique Natural,Gibson,Gibson 1957 SJ-200 - Antique Natural,,Brand New,6299.00,USD,Dave's Guitar Shop,https://reverb.com/item/85842410-gibson-1957-sj-200-antique-natural
96560082,Gibson Pre-War SJ-200 Rosewood VOS in Vintage Sunburst,Gibson,Gibson,2026,Brand New,7499.00,USD,Casino Guitars,https://reverb.com/item/96560082-gibson-pre-war-sj-200-rosewood-vos-in-vintage-sunburst
91941239,Gibson Pre-War SJ-200 -  Rosewood,Gibson,Gibson Pre-War SJ-200 -  Rosewood,,Brand New,7499.00,USD,Music Villa,https://reverb.com/item/91941239-gibson-pre-war-sj-200-rosewood
85645729,Gibson 1939 J-55 in Faded Vintage Sunburst #21474003,Gibson,Gibson J-55 in Faded #21474003,,Brand New,5046.03,USD,Wildwire Guitars,https://reverb.com/item/85645729-gibson-1939-j-55-in-faded-vintage-sunburst-21474003
99408604,Gibson L-00 Century 12-Fret - Vintage Amber,Gibson,Gibson L-00 Century 12-Fret -,,Brand New,2299.00,USD,Cream City Music,https://reverb.com/item/99408604-gibson-l-00-century-12-fret-vintage-amber
92368792,"Gibson Custom Shop Pre-War SJ-200 Rosewood, Murphy Lab Light Aged - Faded Vintage Sunburst 22295003",Gibson,"Gibson Custom Pre-War SJ-200 Rosewood, Light Aged",,Brand New,7799.00,USD,The Guitar Store at Quimper Sound Records,https://reverb.com/item/92368792-gibson-custom-shop-pre-war-sj-200-rosewood-murphy-lab-light-aged-faded-vintage-sunburst-22295003
88733261,Gibson Acoustic Custom Shop 1936 Advanced Jumbo Vintage Sunburst 4.40 LBS,Gibson,Gibson Acoustic Custom Shop 1936 Advanced Jumbo Vintage Sunburst 4.40 LBS,2025,Brand New,5499.00,USD,Wild West Guitars,https://reverb.com/item/88733261-gibson-acoustic-custom-shop-1936-advanced-jumbo-vintage-sunburst-4-40-lbs
84636198,Gibson 1936 Advanced Jumbo - Vintage Sunburst,Gibson,Gibson 1936 Advanced Jumbo - Vintage Sunburst,,Brand New,5499.00,USD,Dave's Guitar Shop,https://reverb.com/item/84636198-gibson-1936-advanced-jumbo-vintage-sunburst
99618601,"Gibson SJ-200 Original, Vintage Sunburst, W/ Hardshell Case",Gibson,"Gibson SJ-200 Original, , W/ Hardshell Case",,Brand New,5699.00,USD,Gelb Music's Reverb Store,https://reverb.com/item/99618601-gibson-sj-200-original-vintage-sunburst-w-hardshell-case
80100430,Gibson SJ-200 Original Vintage Sunburst w/case,Gibson,Gibson SJ-200 Original w/case,,Brand New,5699.00,USD,Tone Shop Guitars,https://reverb.com/item/80100430-gibson-sj-200-original-vintage-sunburst-w-case
97222155,Gibson SJ-200 60’s Original - Vintage Sunburst,Gibson,Gibson SJ-200 60’s Original - Vintage Sunburst,,Brand New,5699.00,USD,Music Villa,https://reverb.com/item/97222155-gibson-sj-200-60-s-original-vintage-sunburst
78737684,Gibson SJ-200 Original Vintage Sunburst w/case,Gibson,Gibson SJ-200 Original w/case,,Brand New,5699.00,USD,Tone Shop Guitars,https://reverb.com/item/78737684-gibson-sj-200-original-vintage-sunburst-w-case
100148570,Gibson J-160E Original Vintage Sunburst (012),Gibson,Gibson J-160E Original Vintage Sunburst (012),,Brand New,3999.00,USD,Willcutt Guitars,https://reverb.com/item/100148570-gibson-j-160e-original-vintage-sunburst-012
96688508,Gibson LG-2 50’s Original - Antique Natural,Gibson,Gibson LG-2 50’s Original - Antique Natural,,Brand New,2999.00,USD,Music Villa,https://reverb.com/item/96688508-gibson-lg-2-50-s-original-antique-natural
93517343,Gibson J-185 Original - Vintage Sunburst,Gibson,Gibson J-185 Original - Vintage Sunburst,,Brand New,3999.00,USD,Music Villa,https://reverb.com/item/93517343-gibson-j-185-original-vintage-sunburst
99294227,"Gibson Hummingbird Original Acoustic/ Electric Guitar, Heritage Cherry Sunburst W/Case",Gibson,"Gibson Hummingbird Original Acoustic/ Electric Guitar, W/Case",,Brand New,3999.00,USD,Gelb Music's Reverb Store,https://reverb.com/item/99294227-gibson-hummingbird-original-acoustic-electric-guitar-heritage-cherry-sunburst-w-case
90049355,Gibson Original Acoustic Hummingbird Original Electric-Acoustic LR Baggs VTC Pickup Antique Natural 4.40 lbs,Gibson,Gibson Original Acoustic Hummingbird Original Electric-Acoustic LR Baggs VTC Pickup Antique Natural 4.40 lbs,2025,Brand New,3999.00,USD,Wild West Guitars,https://reverb.com/item/90049355-gibson-original-acoustic-hummingbird-original-electric-acoustic-lr-baggs-vtc-pickup-antique-natural-4-40-lbs
91268751,Gibson J-185 Original Vintage Sunburst w/case,Gibson,Gibson J-185 Original w/case,,Brand New,3999.00,USD,Tone Shop Guitars,https://reverb.com/item/91268751-gibson-j-185-original-vintage-sunburst-w-case
98821856,Gibson J 185 Original Acoustic Electric Guitar Vintage Sunburst,Gibson,Gibson J 185 Original Acoustic Electric Guitar Vintage Sunburst,,Mint,3399.89,USD,Sam Ash Music Direct,https://reverb.com/item/98821856-gibson-j-185-original-acoustic-electric-guitar-vintage-sunburst
100148568,Gibson Custom Shop 1960 Hummingbird Fixed Bridge Heritage Cherry (011),Gibson,Gibson Custom Shop 1960 Hummingbird Fixed Bridge Heritage Cherry (011),,Brand New,5199.00,USD,Willcutt Guitars,https://reverb.com/item/100148568-gibson-custom-shop-1960-hummingbird-fixed-bridge-heritage-cherry-011
92484549,Gibson L-00 Original,Gibson,Gibson L-00 Original,,Brand New,2999.00,USD,Music Villa,https://reverb.com/item/92484549-gibson-l-00-original
90968056,Gibson 1960 Hummingbird Fixed Bridge Left Hand - Heritage Cherry Sunburst,Gibson,Gibson 1960 Hummingbird Fixed Bridge Left Hand - Heritage Cherry Sunburst,,Brand New,5199.00,USD,Dave's Guitar Shop,https://reverb.com/item/90968056-gibson-1960-hummingbird-fixed-bridge-left-hand-heritage-cherry-sunburst
93273997,Gibson L-00 Special Acoustic Electric Guitar - Satin Vintage Sunburst,Gibson,Gibson L00 Special Acoustic Electric Guitar - Satin Vintage Sunburst,,Brand New,2812.01,USD,DW Music ,https://reverb.com/item/93273997-gibson-l-00-special-acoustic-electric-guitar-satin-vintage-sunburst
91075463,Gibson SJ-200 Custom - Ebony,Gibson,Gibson SJ-200 Custom - Ebony,,Brand New,7499.00,USD,Dave's Guitar Shop,https://reverb.com/item/91075463-gibson-sj-200-custom-ebony
98822040,Gibson L-00 Special-Satin Natural,Gibson,Gibson L-00 Special-Satin Natural,,Mint,1699.89,USD,Sam Ash Music Direct,https://reverb.com/item/98822040-gibson-l-00-special-satin-natural
83511688,Gibson Custom Shop Songwriter EC Custom Ebony (063),Gibson,Gibson Custom Shop Songwriter EC Custom Ebony (063),,Brand New,4999.00,USD,Willcutt Guitars,https://reverb.com/item/83511688-gibson-custom-shop-songwriter-ec-custom-ebony-063
96561016,Gibson Songwriter Recording Artist,Gibson,Gibson Songwriter Recording Artist,2026 - Present,Excellent,4500.00,USD,Tri-State Guitars ,https://reverb.com/item/96561016-gibson-songwriter-recording-artist
92484540,Gibson Parlor Rosewood EC - Rosewood Burst,Gibson,Gibson Parlor Rosewood EC - Rosewood Burst,,Brand New,2999.00,USD,Music Villa,https://reverb.com/item/92484540-gibson-parlor-rosewood-ec-rosewood-burst
90722234,Gibson J-45 Special Satin Vintage Sunburst w/softcase,Gibson,Gibson J-45 Special Satin Vintage Sunburst w/softcase,,Brand New,1999.00,USD,Tone Shop Guitars,https://reverb.com/item/90722234-gibson-j-45-special-satin-vintage-sunburst-w-softcase
87883774,Gibson J-45 Special Satin Vintage Sunburst w/softcase,Gibson,Gibson J-45 Special Satin Vintage Sunburst w/softcase,,Brand New,1999.00,USD,Tone Shop Guitars,https://reverb.com/item/87883774-gibson-j-45-special-satin-vintage-sunburst-w-softcase
98895021,Gibson - LG-2 All Mahogany Faded - Acoustic-Electric Guitar - Natural - with  Hardshell Case - x6022 (OCSBLGMFN-6038),Gibson,Gibson - LG-2 Faded - -Electric Guitar - Natural - w/ Hardshell Case - x6022,,Brand New,2399.00,USD,Manchester Music Mill,https://reverb.com/item/98895021-gibson-lg-2-all-mahogany-faded-acoustic-electric-guitar-natural-with-hardshell-case-x6022-ocsblgmfn-6038
96522009,Gibson - LG-2 All Mahogany Faded - Acoustic-Electric Guitar - Natural - with  Hardshell Case - x6022 (OCSBLGMFN-6022),Gibson,Gibson - LG-2 Faded - -Electric Guitar - Natural - w/ Hardshell Case - x6022,,Brand New,2399.00,USD,Manchester Music Mill,https://reverb.com/item/96522009-gibson-lg-2-all-mahogany-faded-acoustic-electric-guitar-natural-with-hardshell-case-x6022-ocsblgmfn-6022
95596459,Gibson L-00 Special Satin Natural w/Softcase,Gibson,Gibson L-00 Special Satin Natural w/Softcase,,Brand New,1999.00,USD,Tone Shop Guitars,https://reverb.com/item/95596459-gibson-l-00-special-satin-natural-w-softcase
97630651,Gibson L-00 Special Satin Natural (085),Gibson,Gibson L-00 Special Satin Natural (085),,Brand New,1999.00,USD,Willcutt Guitars,https://reverb.com/item/97630651-gibson-l-00-special-satin-natural-085
99193382,Gibson Hummingbird Special Satin Ebony w/Softcase,Gibson,Gibson Hummingbird Special Satin Ebony w/Softcase,,Brand New,2199.00,USD,Tone Shop Guitars,https://reverb.com/item/99193382-gibson-hummingbird-special-satin-ebony-w-softcase
95596466,Gibson Hummingbird Special Satin Natural w/Softcase,Gibson,Gibson Hummingbird Special Satin Natural w/Softcase,,Brand New,2199.00,USD,Tone Shop Guitars,https://reverb.com/item/95596466-gibson-hummingbird-special-satin-natural-w-softcase
88393163,1939 J-55 - Faded Vintage Sunburst,Gibson,Gibson 1939 J-55 - Faded Vintage Sunburst,,Brand New,4999.00,USD,Dave's Guitar Shop,https://reverb.com/item/88393163-1939-j-55-faded-vintage-sunburst
49345708,CHITARRA ACUSTICA EPIPHONE SLASH J-45 STANDARD November Burst,Gibson,GIBSON,,Brand New,1003.00,USD,Firefly Audio,https://reverb.com/item/49345708-chitarra-acustica-epiphone-slash-j-45-standard-november-burst
62546943,Gibson J-35 '30s Faded Natural,Gibson,Gibson J-35 '30s Faded Natural,,Brand New,2096.34,USD,Guitarworks,https://reverb.com/item/62546943-gibson-j-35-30s-faded-natural
93514483,Gibson Custom Shop Keb' Mo' 3.0 Vintage Sunburst (027),Gibson,Gibson Custom Shop Keb' Mo' 3.0 Vintage Sunburst (027),,Brand New,4299.00,USD,Willcutt Guitars,https://reverb.com/item/93514483-gibson-custom-shop-keb-mo-3-0-vintage-sunburst-027
78219904,Gibson Elvis SJ-200 - Ebony,Gibson,Gibson Elvis SJ-200 - Ebony,,Brand New,5499.00,USD,Dave's Guitar Shop,https://reverb.com/item/78219904-gibson-elvis-sj-200-ebony
94786557,Gibson J-45 Studio Rosewood Acoustic-Electric Guitar (Rosewood Burst),Gibson,Gibson J-45 Studio Rosewood Acoustic-Electric Guitar (Rosewood Burst),,Brand New,2507.38,USD,Music City Canada,https://reverb.com/item/94786557-gibson-j-45-studio-rosewood-acoustic-electric-guitar-rosewood-burst
91132781,Gibson J-45 Studio Rosewood Acoustic Guitar; Satin Natural,Gibson,Gibson J-45 Studio Rosewood Acoustic Guitar; Satin Natural,,Brand New,2111.61,USD,Bonners Music,https://reverb.com/item/91132781-gibson-j-45-studio-rosewood-acoustic-guitar-satin-natural
