id,titulo,marca,modelo,ano,condicao,preco_valor,preco_moeda,loja,url
100449165,"Pre-Owned Yamaha 11x14"" Stage Custom (Classic White)",Yamaha,Yamaha 11x14 Stage Custom (Classic White),,Very Good,129.00,USD,2112 Percussion,https://reverb.com/item/100449165-pre-owned-yamaha-11x14-stage-custom-classic-white
100448980,Epiphone Casino Olive Drab Worn - 2021,Epiphone,Casino Worn,2021,Excellent,399.99,USD,Kevin's guitar's,https://reverb.com/item/100448980-epiphone-casino-olive-drab-worn-2021
100449135,"Fender Pro Junior IV 15-Watt 1x10"" Guitar Combo 2018 - Present - Lacquered Tweed",Fender,"Pro Junior IV 15-Watt 1x10"" Guitar Combo",2018 - Present,Very Good,450.00,USD,ILJSales,https://reverb.com/item/100449135-fender-pro-junior-iv-15-watt-1x10-guitar-combo-2018-present-lacquered-tweed
100449158,ISP Technologies Decimator Noise Reduction Pedal 2012 Silver USA,ISP Technologies,Decimator Noise Reduction Pedal,2012,Very Good,99.00,USD,A Flash Flood of Gear,https://reverb.com/item/100449158-isp-technologies-decimator-noise-reduction-pedal-2012-silver-usa
100449147,"Meinl 22"" Byzance Vintage Pure Ride 2010 - Present - Un-Lathed",Meinl,"22"" Byzance Vintage Pure Ride",2010 - Present,Very Good,475.00,USD,Drum Flip,https://reverb.com/item/100449147-meinl-22-byzance-vintage-pure-ride-2010-present-un-lathed
100449072,DigiTech Whammy 5 Pitch Shift Pedal 2012 - Present - Red,DigiTech,Whammy 5 Pitch Shift Pedal,2012 - Present,Excellent,230.00,USD,Battery's Gear,https://reverb.com/item/100449072-digitech-whammy-5-pitch-shift-pedal-2012-present-red
100443748,"used Suhr Rufus, Very Good Condition with Box",Suhr,Rufus,,Very Good,129.99,USD,Guitar Effects Pedals Nashville Showroom OPEN TO THE PUBLIC,https://reverb.com/item/100443748-used-suhr-rufus-very-good-condition-with-box
100449083,Boss RC-600 Loop Station,Boss,RC-600 Loop Station,2021 - Present,Excellent,525.00,USD,Castle of Tone,https://reverb.com/item/100449083-boss-rc-600-loop-station
100348339,"Black 14"" Triple‑Flanged Tom Hoops • 6‑Hole • Classic Open Tone • Player‑Grade Hardware",Unnamed,"Black 14"" 6-Hole Triple Flanged Tom Hoops",,Very Good,19.99,USD,All Tones Music,https://reverb.com/item/100348339-black-14-triple-flanged-tom-hoops-6-hole-classic-open-tone-player-grade-hardware
100449132,EarthQuaker Devices Barrows Fuzz Attacker 2025 - Present - Various,EarthQuaker Devices,Barrows Fuzz Attacker,2025 - Present,Excellent,90.00,USD,DC Amplification,https://reverb.com/item/100449132-earthquaker-devices-barrows-fuzz-attacker-2025-present-various
100449121,Wampler Plexi-Drive Mini 2020 - White,Wampler,Plexi-Drive Mini,2020,Very Good,80.00,USD,John’s Shop,https://reverb.com/item/100449121-wampler-plexi-drive-mini-2020-white
100449081,MINT Friedman BE-OD Overdrive Pedal,Friedman,BE-OD,,Excellent,110.00,USD,Left-Handed Matters,https://reverb.com/item/100449081-mint-friedman-be-od-overdrive-pedal
100449143,Used Boss GA-FC EX Foot Controller VGC,Boss,GA-FC EX Foot Controller,2022 - Present,Very Good,90.00,USD,Buckdancer's Choice Music Company,https://reverb.com/item/100449143-used-boss-ga-fc-ex-foot-controller-vgc
100448992,The Ultimate Acid Box,Intellijel,4U Palette Case,2016-2022,Excellent,1901.24,USD,ShuShop,https://reverb.com/item/100448992-the-ultimate-acid-box
100448307,"Martin D-18 Special 1989 - Natural Mahogany, Engleman Spruce",Martin,D-18 Special,1989,Good,1800.00,USD,Vintage Nationals & Martins,https://reverb.com/item/100448307-martin-d-18-special-1989-natural-mahogany-engleman-spruce
100449016,NOS perfect current and date code matched pair 1967 Tung Sol RCA JAN 5881 6L6WGB tubes,Tung-Sol,RCA JAN 5881 6L6WGB,1967,Excellent,300.00,USD,ZenAmps,https://reverb.com/item/100449016-nos-perfect-current-and-date-code-matched-pair-1967-tung-sol-rca-jan-5881-6l6wgb-tubes
100449065,Klark Teknik KT-2A - Black Lion and Valve Upgrade,Klark Teknik,KT-2A Tube Leveling Amplifier,2018 - 2019,Very Good,316.92,USD,Reds Shop,https://reverb.com/item/100449065-klark-teknik-kt-2a-black-lion-and-valve-upgrade
100449127,Paiste 16” China 2002 like new,Paiste,16” China 2002 like new,,Excellent,219.00,USD,Carrington Restoration,https://reverb.com/item/100449127-paiste-16-china-2002-like-new
100449124,Erica Synths Black Sequencer Eurorack Module 2014 - 2020 - Black,Erica Synths,Black Sequencer Eurorack Module,2014 - 2020,Excellent,478.00,USD,Rocky Mountain Shop,https://reverb.com/item/100449124-erica-synths-black-sequencer-eurorack-module-2014-2020-black
100449136,"Vox AC30C2 Custom 2-Channel 30-Watt 2x12"" Guitar Combo 2010 - 2019 - Local Pickup Only",Vox,"AC30C2 Custom 2-Channel 30-Watt 2x12"" Guitar Combo",2010 - 2019,Very Good,749.00,USD,Atomic Music,https://reverb.com/item/100449136-vox-ac30c2-custom-2-channel-30-watt-2x12-guitar-combo-2010-2019-local-pickup-only
100449111,JAM Pedals Delay Llama mk.3,JAM Pedals,Delay Llama mk.3,2022,Excellent,195.00,USD,Michael's ,https://reverb.com/item/100449111-jam-pedals-delay-llama-mk-3
100449085,"Ahead Armor Cases 8x12"" Tom Drum Case Bag",Ahead,"Armor Cases 8x12"" Tom Drum Case Bag",,Good,49.99,USD,Klash Drums,https://reverb.com/item/100449085-ahead-armor-cases-8x12-tom-drum-case-bag
100449085,"Ahead Armor Cases 8x12"" Tom Drum Case Bag",Ahead,"Armor Cases 8x12"" Tom Drum Case Bag",,Good,49.99,USD,Klash Drums,https://reverb.com/item/100449085-ahead-armor-cases-8x12-tom-drum-case-bag
100448842,"Eminence Legend BP 1525 15"" bass speaker Brand new - standard",Eminence,"Legend BP 1525 15"" bass speaker",Brand new,Excellent,140.00,USD,Cody's Gear Garage,https://reverb.com/item/100448842-eminence-legend-bp-1525-15-bass-speaker-brand-new-standard
100449133,Pickard Exotic Wood LP Style Pickguard 2026 - Tru Oil,Pickard,Exotic Wood LP Style Pickguard,2026,Brand New,29.99,USD,Music 49 ,https://reverb.com/item/100449133-pickard-exotic-wood-lp-style-pickguard-2026-tru-oil
100449028,"Hotone AP-30 Pulze 30-Watt 2x3.5"" Modeling Guitar Combo effects amp modeler with Bluetooth",Hotone,PULZE,2023 - Present,Excellent,325.00,USD,Addicted to Tone!,https://reverb.com/item/100449028-hotone-ap-30-pulze-30-watt-2x3-5-modeling-guitar-combo-effects-amp-modeler-with-bluetooth
100443759,Premier Tension Rods for Snare Drum/Floor Tom 1960s/1970s - Chrome,Premier,Tension Rods For Snare Drum/Floor Tom….Lot #1 ..WORLDWIDE SHIPPING,1960s/1970s,Very Good,32.00,USD,Blair ‘N Drums ,https://reverb.com/item/100443759-premier-tension-rods-for-snare-drum-floor-tom-1960s-1970s-chrome
100147961,"JBL CF-150 Speaker Pair - Local Pickup Only in Milwaukee, WI",JBL,CF-150 Speaker Pair,,Good,750.00,USD,Milwaukee Vintage ,https://reverb.com/item/100147961-jbl-cf-150-speaker-pair-local-pickup-only-in-milwaukee-wi
100449129,Ludwig Supraphonic Chrome Over Brass Snare Drum 14x6.5 B-Stock,Ludwig,Supraphonic,,Brand New,699.99,USD,Drum Center of Portsmouth,https://reverb.com/item/100449129-ludwig-supraphonic-chrome-over-brass-snare-drum-14x6-5-b-stock
100449125,GE 5AR4/GZ34 Copper Clad 1960 TV-7 tested (1) tube lot,G.E,5AR4/GZ34,1960,Excellent,99.99,USD,Martin's Tubes and Stuff,https://reverb.com/item/100449125-ge-5ar4-gz34-copper-clad-1960-tv-7-tested-1-tube-lot
100449128,Tama Star Bubinga Snare Drum 14x6.5 Dark Green Cordia w/Outside Inlay,Tama,Star Bubinga Snare Drum 14x6.5 Dark Green Cordia w/Outside Inlay,,Brand New,1469.99,USD,Drum Center of Portsmouth,https://reverb.com/item/100449128-tama-star-bubinga-snare-drum-14x6-5-dark-green-cordia-w-outside-inlay
93445769,Gibson Custom Shop Noel Gallagher '60 ES-355 Murphy Lab Aged 2022 - 2024 - Sixties Cherry,Gibson,Custom Shop Noel Gallagher '60 ES-355 Murphy Lab Aged,2022 - 2024,Excellent,28840.33,USD,Paul's Gear Depot,https://reverb.com/item/93445769-gibson-custom-shop-noel-gallagher-60-es-355-murphy-lab-aged-2022-2024-sixties-cherry
100449073,"Fishman Humbucking Soundhole pickup with 1/4"" plug",Fishman,Humbucking Soundhole pickup,,Excellent,65.00,USD,CAPITOL GUITARS,https://reverb.com/item/100449073-fishman-humbucking-soundhole-pickup-with-1-4-plug
100449114,"Orange Crush 12 12-Watt 1x6"" Guitar Combo 2015 - Present - Orange",Orange,"Crush 12 12-Watt 1x6"" Guitar Combo",2015 - Present,Very Good,60.00,USD,ILJSales,https://reverb.com/item/100449114-orange-crush-12-12-watt-1x6-guitar-combo-2015-present-orange
100449095,J. Rockett El Hombre 2022 - Present - White Graphic,J. Rockett,El Hombre,2022 - Present,Excellent,100.00,USD,Guitar Gadgets & Gear,https://reverb.com/item/100449095-j-rockett-el-hombre-2022-present-white-graphic
100449055,Chapman ML1 Modern Baritone 2017 - Present - Abyss,Chapman,ML1 Modern Baritone,2017 - Present,Very Good,450.00,USD,Gear Whore,https://reverb.com/item/100449055-chapman-ml1-modern-baritone-2017-present-abyss
100449049,Pladask Elektrisk Baklengs,Pladask Elektrisk,Baklengs,2021 - Present,Excellent,450.00,USD,Borderline Obscene Boutique,https://reverb.com/item/100449049-pladask-elektrisk-baklengs
100449075,Mooer Harmony X2 2026 - Blue/gray,Mooer,Harmony X2,2026,Excellent,68.00,USD,Everett's Gear Locker,https://reverb.com/item/100449075-mooer-harmony-x2-2026-blue-gray
100449012,Pearl Fiberglass Double tom mount stand,Pearl,Fiberglass,,Good,300.00,USD,House Of Concrete,https://reverb.com/item/100449012-pearl-fiberglass-double-tom-mount-stand
100449080,Aguilar Tone Hammer Preamp,Aguilar,Tone Hammer Preamp / Direct Box,2010s,Very Good,289.99,USD,thecartguy22,https://reverb.com/item/100449080-aguilar-tone-hammer-preamp
100449117,Ibanez Tube Screamer Overdrive Pro Hand Wired V2 Made In Japan 2026,Ibanez,Tube Screamer Overdrive Hand Wired V2 Made In Japan,2026,Brand New,299.99,USD,Total Entertainment  Music Store/Musicauthority,https://reverb.com/item/100449117-ibanez-tube-screamer-overdrive-pro-hand-wired-v2-made-in-japan-2026
100449115,Silver 'The Hamilton' 600-N Adjustable Height Two Piece Music Stand,Hamilton,RB1-2,,Good,19.99,USD,Liberty Bellows,https://reverb.com/item/100449115-silver-the-hamilton-600-n-adjustable-height-two-piece-music-stand
100449108,Jensen P12p Alnico Speaker Needs Recone 1950s,Jensen,P12p Alnico Speaker Needs Recone,1950s ,Non Functioning,125.00,USD,Free Lunch,https://reverb.com/item/100449108-jensen-p12p-alnico-speaker-needs-recone-1950s
100439032,GoGo Chromatic Pedal Tuner 2010s - Orange,GoGo,Chromatic Pedal Tuner,2010s,Very Good,40.00,USD,Simple Mikey’s Mercantile And Bard Accessories,https://reverb.com/item/100439032-gogo-chromatic-pedal-tuner-2010s-orange
100448681,Fender Acoustasonic Standard Jazzmaster 2025 - Present - Honey Burst,Fender,Acoustasonic Standard Jazzmaster,2025 - Present,Excellent,452.00,USD,Ken's Gear Locker,https://reverb.com/item/100448681-fender-acoustasonic-standard-jazzmaster-2025-present-honey-burst
100448544,Shires Q Series Q30YA,Shires,Q Series Q30YA,,Very Good,3100.00,USD,The Brass,https://reverb.com/item/100448544-shires-q-series-q30ya
100449064,"Zildjian 16"" K Custom Dark Crash Cymbal 2024  - Traditional",Zildjian,"16"" K Custom Dark Crash Cymbal",1995 - Present,Very Good,219.00,USD,Drummer’s Journey,https://reverb.com/item/100449064-zildjian-16-k-custom-dark-crash-cymbal-2024-traditional
100449056,Electro-Harmonix Mel9 Tape Replay Machine 2016 - Present White,Electro-Harmonix,Mel9 Tape Replay Machine,2016 - Present,Excellent,183.11,USD,Donald's Gear Locker,https://reverb.com/item/100449056-electro-harmonix-mel9-tape-replay-machine-2016-present-white
100449084,Doepfer Dark Energy 2010s - Black,Doepfer,Dark Energy,2010s,Excellent,515.00,USD,Rocky Mountain Shop,https://reverb.com/item/100449084-doepfer-dark-energy-2010s-black
100449110,2019 Gibson Explorer Antique Natural #110190123,Gibson,Explorer,2019,Very Good,1529.00,USD,Thunder Road Guitars PDX,https://reverb.com/item/100449110-2019-gibson-explorer-antique-natural-110190123
100448888,Dophix Michelangelo Overdrive Plus,Dophix,Michelangelo Overdrive Plus,,Very Good,230.00,USD,Ron's Gear Depot,https://reverb.com/item/100448888-dophix-michelangelo-overdrive-plus
100449109,"JMF Spectra 60T 1x12 Tube Combo Amp, Footswitch",Not available,USEDJMF60T,,Very Good,450.00,USD,Mike's Music and Sound Inc,https://reverb.com/item/100449109-jmf-spectra-60t-1x12-tube-combo-amp-footswitch
100449048,Mooer GE100 Pro Li 2026 - Black,Mooer,GE100 Pro Li,2026,Excellent,110.00,USD,Music for Miles,https://reverb.com/item/100449048-mooer-ge100-pro-li-2026-black
100449037,Koch FS 2.2 2000s - Black,Koch,Jupiter FS 2.2 Channel Foot Switch,2000s,Brand New,50.00,USD,Westcoast Guitars,https://reverb.com/item/100449037-koch-fs-2-2-2000s-black
100449004,"Sonor ""SP 4000 S"" Single Pedal, Double Chain, incl. Bag",Sonor,"""SP 4000 S""",,Brand New,172.16,USD,DRUMMOND MUSIQUE,https://reverb.com/item/100449004-sonor-sp-4000-s-single-pedal-double-chain-incl-bag
100448971,Line 6 spider IV 30,Line 6,spider IV 30,,Good,99.00,USD,Robert's Shop,https://reverb.com/item/100448971-line-6-spider-iv-30
100449050,Ludwig 12x8 Virgin Tom Blue Olive 1970s  - Black,Ludwig,12x8 Virgin Tom Blue Olive,1970s ,Good,299.99,USD,Free Lunch,https://reverb.com/item/100449050-ludwig-12x8-virgin-tom-blue-olive-1970s-black
100443149,used Electro-Harmonix MEL9 Tape Replay Machine *NEEDS REPAIR*,Electro-Harmonix,Mel9 Tape Replay Machine,,Poor,129.99,USD,Guitar Effects Pedals Nashville Showroom OPEN TO THE PUBLIC,https://reverb.com/item/100443149-used-electro-harmonix-mel9-tape-replay-machine-needs-repair
100449079,GE 5AR4/GZ34 Copper Clad 1960 TV-7 tested (1) tube lot,G.E,5AR4/GZ34,1960,Excellent,99.99,USD,Martin's Tubes and Stuff,https://reverb.com/item/100449079-ge-5ar4-gz34-copper-clad-1960-tv-7-tested-1-tube-lot
100449061,Vito 7212 Reso-Tone 3 Student Clarinet,Vito,7212 Reso-Tone 3,,Good,89.00,USD,The Band Room,https://reverb.com/item/100449061-vito-7212-reso-tone-3-student-clarinet
100449060,1x Vintage NOS Miniwatt Philips Heerlen Holland⊿ 6BM8 ECL82 Power Tube / 6PL12 CV916 6F3P,Philips / Amperex,ECL82 6PL12 CV916 6bm8 6f3p,,Brand New,375.00,USD,Acoustics August,https://reverb.com/item/100449060-1x-vintage-nos-miniwatt-philips-heerlen-holland-6bm8-ecl82-power-tube-6pl12-cv916-6f3p
100448936,"Zildjian 22"" K Series Ride Cymbal 1988 - Present, Traditional",Zildjian,"22"" K Series Ride Cymbal",1988 - Present,Excellent,335.00,USD,Phil Hodges - Drums,https://reverb.com/item/100448936-zildjian-22-k-series-ride-cymbal-1988-present-traditional
100448641,Soldano Super Lead Overdrive Dual Pedal 2025 - White,Soldano,Super Lead Overdrive Dual Pedal,2025,Excellent,235.00,USD,Gear Garage,https://reverb.com/item/100448641-soldano-super-lead-overdrive-dual-pedal-2025-white
100449005,Snark ST-8 Super Tight Clip-On Chromatic Tuner 2010s - Black,Snark,ST-8 Super Tight Clip-On Chromatic Tuner,2010s,Excellent,17.99,USD,Sharon's Shop,https://reverb.com/item/100449005-snark-st-8-super-tight-clip-on-chromatic-tuner-2010s-black
100448945,[Mint/LN] 1998 Shure SM57-LC Cardioid Dynamic Instrument Microphone; w/Mic Bag & Paperwork,Shure,Shure SM57-LC Cardioid Dynamic Instrument Microphone,1998,Excellent,55.00,USD,JTV,https://reverb.com/item/100448945-mint-ln-1998-shure-sm57-lc-cardioid-dynamic-instrument-microphone-w-mic-bag-paperwork
100218845,Korg Minilogue 4-Voice Polyphonic Analog Synthesizer 2016 - Present - Silver,Korg,Minilogue 4-Voice Polyphonic Analog Synthesizer,2016 - Present,Very Good,449.22,USD,Sterling's Shop,https://reverb.com/item/100218845-korg-minilogue-4-voice-polyphonic-analog-synthesizer-2016-present-silver
100449068,Taylor 112CE acoustic electric guitar with gig bag,Taylor,112CE acoustic electric guitar with gig bag,,Very Good,549.99,USD,CAPITOL GUITARS,https://reverb.com/item/100449068-taylor-112ce-acoustic-electric-guitar-with-gig-bag
100449066,1950s Slingerland Radio King Drum Set White Marine Pearl 22/13/16 w/ 5.5x14 Snare,Slingerland,1950s Slingerland Radio King Drum Set White Marine Pearl 22/13/16 w/ 5.5x14 Snare,1950s,Excellent,2749.99,USD,Drugan's Drums & Guitars ,https://reverb.com/item/100449066-1950s-slingerland-radio-king-drum-set-white-marine-pearl-22-13-16-w-5-5x14-snare
100449017,Ibanez GRGR221PA Gio - Aqua burst,Ibanez,GRGR221PA Gio,,Good,239.00,USD,Jeremy ,https://reverb.com/item/100449017-ibanez-grgr221pa-gio-aqua-burst
100449063,American DJ (ADJ) Sunray II 300W Rotating Centerpiece Light – Used (Good Condition),American DJ,Sunray II White Light Spinning Ball Fixture,,Fair,79.99,USD,The Muzic Store,https://reverb.com/item/100449063-american-dj-adj-sunray-ii-300w-rotating-centerpiece-light-used-good-condition
100449032,RARE 1996 Fender Telecaster Plus V2 Blue Burst & Maple Fretboard OHSC,Fender,Telecaster Plus V2 with Maple Fretboard,1995 - 1998,Good,2495.00,USD,Buster’s Guitars,https://reverb.com/item/100449032-rare-1996-fender-telecaster-plus-v2-blue-burst-maple-fretboard-ohsc
100449062,1950s Slingerland 5.5x14 No. 153 Super Gene Krupa Radio King Snare Drum White Marine Pearl,Slingerland,1950s Slingerland 5.5x14 No. 153 Super Gene Krupa Radio King Snare Drum White Marine Pearl,1950s,Excellent,774.99,USD,Drugan's Drums & Guitars ,https://reverb.com/item/100449062-1950s-slingerland-5-5x14-no-153-super-gene-krupa-radio-king-snare-drum-white-marine-pearl
100449066,1950s Slingerland Radio King Drum Set White Marine Pearl 22/13/16 w/ 5.5x14 Snare,Slingerland,1950s Slingerland Radio King Drum Set White Marine Pearl 22/13/16 w/ 5.5x14 Snare,1950s,Excellent,2749.99,USD,Drugan's Drums & Guitars ,https://reverb.com/item/100449066-1950s-slingerland-radio-king-drum-set-white-marine-pearl-22-13-16-w-5-5x14-snare
100449017,Ibanez GRGR221PA Gio - Aqua burst,Ibanez,GRGR221PA Gio,,Good,239.00,USD,Jeremy ,https://reverb.com/item/100449017-ibanez-grgr221pa-gio-aqua-burst
100449063,American DJ (ADJ) Sunray II 300W Rotating Centerpiece Light – Used (Good Condition),American DJ,Sunray II White Light Spinning Ball Fixture,,Fair,79.99,USD,The Muzic Store,https://reverb.com/item/100449063-american-dj-adj-sunray-ii-300w-rotating-centerpiece-light-used-good-condition
100449032,RARE 1996 Fender Telecaster Plus V2 Blue Burst & Maple Fretboard OHSC,Fender,Telecaster Plus V2 with Maple Fretboard,1995 - 1998,Good,2495.00,USD,Buster’s Guitars,https://reverb.com/item/100449032-rare-1996-fender-telecaster-plus-v2-blue-burst-maple-fretboard-ohsc
100449062,1950s Slingerland 5.5x14 No. 153 Super Gene Krupa Radio King Snare Drum White Marine Pearl,Slingerland,1950s Slingerland 5.5x14 No. 153 Super Gene Krupa Radio King Snare Drum White Marine Pearl,1950s,Excellent,774.99,USD,Drugan's Drums & Guitars ,https://reverb.com/item/100449062-1950s-slingerland-5-5x14-no-153-super-gene-krupa-radio-king-snare-drum-white-marine-pearl
